Miseq_run,sample,Hash,nReads
4,FH_201711C.3,0ec9aa525aa6d222a5478be1baa44cb48e89dac9,3
2,SA_201708A.3,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,195
7,SA_201801B.1,e0f2caac992bfd75a2a204e8f721e9d3e8633d19,92
7,SA_201805B.1,7fef288206b8d173d1f2d984b269649e5a2dd35c,342
8,FH_201801B.2,97ea6dad04c3a91e3f4296d44df07eb62a92b632,698
4,CP_201710B.1,cefb48e899a9ebe414d4e90301cc4f88e237b3af,147
8,LK_201807B.3,58ca65370f3c875050132606da0b45c721210b40,55
6,LL_201709C.3,7a172f547008e94b5d1eb28ac0d62154b73d3617,69
7,SA_201807C.2,8cb1fe61fcce2f30782698988bae890106bde2c7,90
6,CP_201707C.2,8c71c6b4186f22cc51daa6e8a605367faf93c5e3,23
8,CP_201807B.2,6f9482ea00677770c5b3ef877e71dea1da6e7a46,32
3,PO_201706C.1,968f3991b96d8317e1b92a786f66c6813a595406,10
8,FH_201805B.3,7310dcc0eabb15f0cde907e72f2aafb52096d131,4683
8,FH_201803B.3,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,2019
1,LL_201703A.2,7be9b1e29a01bbf1b1fce56f741c9042cc39bdf7,34
7,SA_201803A.3,3cca9262aa2ddcd8f579b04ce4a6f78cb0ac10d4,802
5,LL_201709C.1,bccac54ad7babc9191848eab06023ee35501cc72,104
2,PO_201708A.3,a153519fc10da780899125ac43cc2fe8d51b04d2,117
5,TW_201709B.1,a3d8f1ddb5b20af388c01fd70d30556b242f0e2b,16
2,TW_201708A.3,f0d861f04177bc9f3c685df3773d03bdcb337d1a,8
8,FH_201803B.3,449191325f3041ac38ee930757b92a531f859f79,13
2,TW_201708B.2,504ef1728c4da7cc655f6303fc9634b61f28f8f3,147
5,LK_201706C.2,2d7c2ba0a90cffd8fed9f090aa76214898dcad73,93
8,FH_201801A.2,606583f6e338355eb452aa758540f24d02b13841,310
7,PO_201807A.1,875ce85f025cb5d268981cdab4c6a9831ed3e015,48
4,LK_201709A.3,877163bbb081b39023f04a65be69fa76c976dcd9,25
6,TR_201709A.3,64ea39f82f15850a00dcfe5064857ee9926c970d,366
3,SA_201705A.3,e5161e0442a32475dc05ba2d3a1cbd430f4a2035,400
6,PO_201711C.2,416cd3c509c24460bbaba8f96bc67c672de2bc08,54
8,CP_201805C.2,fa77b3f727c4b2db407a91a43add98776f5eb394,292
7,PO_201805A.2,7c676680197b60413b07f27d51d465c1366265c3,293
6,LK_201707C.2,a885f83ebd3c7d9580baa97023aeae2f6fcc7b84,15
3,TW_201706A.1,4982c0bf4bc1635060624fa6ecfeb91001a4c648,17
1,PO_201703C.1,55b089d7b7670dad949bddf47605002adb03978b,20
7,LL_201803C.3,864ce2e80c32516de7e2c63bc515d53ace5a2163,53
3,TR_201705B.3,62c8dace4b15e531519c5a06e5901b445f03bbbc,11
3,PO_201706B.3,a70bab44796e190d5b81ce48ee3d7b579add02c0,34
4,CP_201710A.3,6f98e637735b187cd156c79b8f022a0bc63d5fc5,110
3,TW_201705C.3,a08461e3c636c8a6c80564fa785e36938ce0d37b,12
6,LL_201711B.2,7c64d91b749f3af0c2fb8fda54672bec27d9b38c,14
6,TW_201709B.3,00319860db4f44c97faa6f1e97984361c9ff1141,146
8,LK_201803B.2,681d3b441ca014e31c3d7969611dd27e7a9ed2ce,11
4,LK_201709A.3,03ffbc039aa7edea465220e83f5c4a38e8786431,18
2,LL_201707C.1,dd74776bc05153ab9d85eff974eda65eb1ff428f,19
3,TR_201705C.3,3e967b2cb1139cdab2f062fe0005898007a2d247,61
4,LK_201711B.2,ad4dfaacc17a5aa11bdae849ad57595ef9877f44,96
4,LK_201709A.3,f0d928bbcc49b5afd543351cb1fedbeaeb015a51,33
8,CP_201807A.3,2ab67b2fda0e32aed8092f56d51213601b7999a9,28
7,TW_201807B.3,74bd536a982117e99a75e40240e0e3b1b1f81a5c,34
3,TR_201705C.2,038e560d39085a92221c48cd45096cfe007067fa,4
7,TW_201807A.3,ff5a51ef5ee096f56a24fa7d9800ef2994661b67,27
6,CP_201707A.3,c7b8c71171f3e8fb67f6c72229e4b4e288f783f9,19
6,LK_201708C.2,894db39f7f4dd05d5ab0cbdf6683aa400ac920d0,689
8,CP_201803B.1,ba1ae90d5ce51de5ced6d1b3f6da168f4e64fe02,86
3,SA_201705A.1,f844a3dc3d541c27fc54fa31734c4b2f061c00c2,17
6,FH_201707C.1,a40466038b961ca6bdc3b8439855a8883353f75d,16
8,FH_201803B.1,0049e31d1f1a7dff27221956e97de26867d2b934,6
4,LK_201710B.2,463ce7d8a0e1e2268bbea062ebe130e861b6400b,13
1,PO_201703E.1,5cc177770b8a0d07bf6a3603c78c99812ab120bf,16
3,SA_201705B.1,6861dda5b25e4c4a1fbc368d5e2784ee3dc264a1,84
7,SA_201801C.2,69574d05362ce02e1ba5067abec4a45cab1a34c8,651
3,LL_201706C.1,cc31829956f99898e6346ea28c395954ce5c56a9,27
6,LL_201709C.2,2aeeebaefb74325d3939eb2cab0b086526e2e812,52
7,TR_201805A.3,a31d4e16bf8a39f654272a1186dba2dda26ab921,74
6,LK_201706B.3,873908e952c383394940460d81669338ffe9c36b,71
3,SA_201706A.2,43a861d7811a4a68da8f521dca9d9eb0d143e375,17
8,FH_201803C.2,62c8c2cd6fb10ed10d887c13b23d42be002bc4ff,1024
7,LL_201807A.1,b5ea56e506a34fced51a7d2a2ac27c60375d6fd5,10
5,PO_201709C.1,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,8436
6,FH_201707C.1,65f34abe7b2b761c4ef0ad75b8e1ee48d3638e43,29
8,FH_201807A.2,c5a54e77f9d5854b06b7bde37fa333580295f43a,5
6,LK_201708B.1,bcd2916252b2f6ec1d0ecbcfb8bd6823911538aa,35
4,FH_201711A.3,cc641d3be8658bf309461ade2f85466110d635ba,65
4,FH_201710C.1,65f34abe7b2b761c4ef0ad75b8e1ee48d3638e43,17
8,CP_201803C.2,5d7ba6167a8c08e5af2e1ded79a4a01cb3389d94,11
3,TW_201705C.2,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,5
3,SA_201705C.1,4773353b0126f6682d2cd19e293f9b612810d3ee,106
6,FH_201707B.1,67b2f44d90d95348a5dac8d855192046ace7bd0e,108
8,CP_201805B.3,361f1a8a01f650f0fd32577fd838307fb8f5d60a,148
5,TW_201709A.1,2b1f98e6e0eaf4ccc278198a57880eabf58fac90,6
5,SA_201709B.2,fff5930c8210b4ccbcff0c08c775eaa50179fcf1,1252
2,TW_201708C.3,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,1215
7,SA_201803C.3,db5cd59765c4ee2ca3dba3f4eab0e0fd91bf8129,92
6,PO_201711A.1,11a112ced1c85e620f6d97d82281a1bb58614e67,31
7,SA_201805B.3,0a2f3681f5d706027b77f239bb43e71db9b9facb,46
6,SA_201711A.2,5a1a0811ff3834d2800b223b646e790fd75fe7dc,4
4,LK_201709A.2,8ca463a926d5ce3a8c9a600f66bc9a6eef72d6e9,32
8,FH_201807A.2,0049e31d1f1a7dff27221956e97de26867d2b934,141
5,PO_201709B.1,e386658ea8bba0fd17afdec6391f37e6393e6606,6
2,LL_201708A.3,ee65f338c0677ea6b4255f8e4c679526cbb3f3ef,75
3,PO_201705C.3,977119681e392155e4806b9857372c1920d6f7c3,213
3,SA_201705C.2,4b878acce00f9a3d5cdc1f3344ec325a7dd28784,556
7,PO_201807C.1,326cb2cb394af3a43bdc20805ea527fcea1fc166,14
1,PO_201703F.1,4b878acce00f9a3d5cdc1f3344ec325a7dd28784,188
8,FH_201801A.3,d82df34e2ee626aa2acd8299ee593e9da3137767,4
6,TR_201711A.1,842c5c414c07c88333cd4302106066382901d7d0,119
4,CP_201711B.1,2ce0dfa746258a596f07fd633ab35c94bde62786,5
6,FH_201706C.3,3400fc041acb572e2aa906bb0fb7a1c28e85e1e3,24
3,SA_201705A.3,4b878acce00f9a3d5cdc1f3344ec325a7dd28784,664
7,SA_201801A.3,93aea946659c4d36b1beb1225dfc6d8df252dce3,39
4,FH_201709A.3,5ae1341da7ed3b29f88201563c85b12b0112a65a,3185
3,SA_201706C.1,0a49483133e51146bdd83743e4becbf75fe4700c,12
3,SA_201705B.3,e9a2047ebeaaab9326f7977cd4b27289da3670c5,22
3,TR_201705C.1,1be582f4864bb68faa5cc5f7218171f26c3076b0,272
6,FH_201706C.3,0f35c475ea53df2a3ed8c8a3302956880c4a94b5,25
5,SA_201703C.3,3cca9262aa2ddcd8f579b04ce4a6f78cb0ac10d4,366
4,FH_201710C.2,b3b7552ad4cb087f2533f45f05c840503002203e,86
2,TR_201708C.2,d95b4f8a662738776cf7116d5cf249247173dc89,467
2,PO_201707A.2,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,1635
7,SA_201801A.1,7be9b1e29a01bbf1b1fce56f741c9042cc39bdf7,53
4,LK_201709B.3,21339049f9f2dbbe4bd1a551573819232612257c,31
4,FH_201710C.2,26b58a6d6272851b508d2c8bd942e3cb09dba84a,6
3,LL_201706B.1,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,2627
2,TW_201708A.2,9312e44c73af382ce221c795512a0c0e133edb0c,55
4,LK_201710B.1,a31d4e16bf8a39f654272a1186dba2dda26ab921,106
8,FH_201807A.2,438b8a97385082b3b12ffcc6e0fcfb4b22b9602a,8
6,LK_201707B.1,87d36b743aa038ef851a63d5a6c337fadcdc8b8f,6042
3,TR_201705A.1,27684d61ce7c0848c27e83869b13848dd7cc4175,22
2,TW_201708C.3,3587389f9d6768a244c7ffd5d6940ccd0596b4b0,9
8,LK_201807A.2,00f25d32858be50d99247bde867a6765d8268c89,58
7,PO_201807B.3,875ce85f025cb5d268981cdab4c6a9831ed3e015,5
7,TW_201805B.1,60b75e5357c65a3ee9e9f91593d1ac6dee39b1d4,4
7,TR_201807A.1,8d1074c34268cfae49b2aec756f12d79d70b0193,35
8,CP_201803B.2,00616a421c92928530cd4f6653722e00616d21e7,286
7,SA_201807C.3,11a112ced1c85e620f6d97d82281a1bb58614e67,308
7,SA_201805C.1,3cc0be5564485d2186fbf038884bae264885d05e,76
7,SA_201807A.2,40f538602221473942de4b1f425047d27ea6d50b,489
4,FH_201709B.3,e294b257e9eaf219586d0deec990b0d66720bb9b,279
5,LK_201707C.3,93e28119be967e2932f453bc45374483a7d2c7d0,184
8,CP_201803A.3,7237bd9dda56dafaf30572f138dae69d125c24c6,1409
6,LL_201709B.2,3db64d9555a5461037307c2ce8496733496ed607,436
4,CP_201711C.1,573a36e431f3f412d0ed0b9e93f76a1a97d9bc7e,15
6,CP_201706B.1,2e84d7176c8dad539702e1e027e013c7deaae440,41
3,PO_201706C.3,fa77b3f727c4b2db407a91a43add98776f5eb394,3
7,SA_201803C.3,ce4b631f7197a9ae1a25a7669453176e10d5856a,62
4,CP_201710A.1,9bbfc0997819aa7abedb5acb1d41c10b6989fdc6,13
7,SA_201807C.3,918b198bd0ee2fb37ee068ce0a751d50bd4153ff,5
6,TW_201711A.2,030cdede52d1bc407379cf53eb7a3b4a8322a616,10
7,PO_201803C.1,ce4b631f7197a9ae1a25a7669453176e10d5856a,208
2,TW_201708C.3,84779b4ddc560d4ef0f2c482f3c589a160d89fa3,84
8,FH_201803A.3,4ddadbd609597b58d773c8020585291a7b49faab,19
8,FH_201805A.1,b5ccba3791be6e4bd21830d02b65c874dfc41966,69
3,PO_201706C.1,f8cc939e969331c93d31ef139a62816b20d1e395,347
7,LL_201805A.2,6588f38db455aef398751d38aa5b7c8bcdb86769,64
8,LK_201801B.3,83334fa70e3fa4e07973c5ed12903166a1da716f,86
4,CP_201711C.2,0c0c6cf91154d722fbbdd5496519acd13c0efb07,6
3,PO_201706A.2,d4c58ed2321d851506d134e774c177f96b037520,360
1,TW_201703A.1,a5874f68db2c06438a807d2ceb889a1c0c3e0250,56
6,TR_201709C.3,681db8fc0e0e02a2c767b281db0cdf03d451dec6,44
5,CP_201708B.3,d05933b9ce3d858fcfad30504ea79a8651da5eba,13
8,CP_201807B.3,b3b7552ad4cb087f2533f45f05c840503002203e,1647
6,TW_201709C.3,a64495b796837cc98887fc88cefb267a4ec28266,90
2,TR_201708B.3,d95b4f8a662738776cf7116d5cf249247173dc89,360
4,FH_201710B.1,ae3eb63414d8c1bb606efb9cb03881f29fd8027b,23
7,LL_201805A.2,864ce2e80c32516de7e2c63bc515d53ace5a2163,79
7,LL_201807B.3,40c2384a04ff887b1e2605871103de753d7d9d06,119
2,TW_201708C.3,e5161e0442a32475dc05ba2d3a1cbd430f4a2035,17
6,LK_201707C.2,87ec3348af10b5a1c0ee901ba18700fd01a084ff,15
4,LK_201711C.2,92ac80a77a476725b7abdf63c26ecfd0bb1ba143,6
5,TR_201703B.2,32162e451e12cdf5cf3628007e99b0efa1ba946b,1492
2,SA_201708A.3,b3b7552ad4cb087f2533f45f05c840503002203e,366
6,SA_201709B.3,b286e8a6f771e15c78da3e9529aa8d325bb03ff7,86
5,LL_201709A.3,a55f760aa6a6ee0f925c0e7341fed52678435c7a,59
5,TR_201703C.3,760732cd7d34a3d2ee544dd8cce800a1ec1a9276,1082
2,TW_201708A.1,6804d8b662aaacd543646dd5e0740b5ec82ebd2a,104
2,TR_201707B.2,7f884b9443cad026642502a6ff6579aecd04a0c3,1543
1,TW_201703A.3,bd2e7dd7abe637906d0b8924b9d0e88914b6f75e,763
6,LL_201709A.2,11a112ced1c85e620f6d97d82281a1bb58614e67,10055
8,FH_201805B.3,ce3f1212b15beb12edea489fe54bc71f88d14404,29
3,TW_201706A.1,914862cfd38d95e5824c3301b841d4fbabf4fa07,29
7,TW_201803A.2,60c143a0a297ec7a9e77c7427607c13b95e356c1,4
7,TR_201805B.2,ea34eb13943fe77fd63f3c2487797ede41b143fa,1057
2,LL_201708B.3,0199105c198ba4c1ff1ac9638e4a76a841a9ce97,37
7,SA_201803C.1,ce3f1212b15beb12edea489fe54bc71f88d14404,435
3,PO_201706C.2,29a25f59c9ab313dba122a19685cb555355f2415,2767
8,LK_201805C.3,93aea946659c4d36b1beb1225dfc6d8df252dce3,564
2,SA_201707C.1,f2c557df3514fc8e0ed431a8826155df05706c32,12
3,TR_201706A.1,4926d9f59e5890646fb23025270ab109e7f17d81,15
5,LK_201708C.3,47c7ddbe04be4633c912c4f90d3c34136e0bb992,6
2,TW_201708A.3,be29e307e90aad250ef57983bb61089cfa2376ec,64
3,TW_201706B.3,6f98e637735b187cd156c79b8f022a0bc63d5fc5,1073
5,LL_201711C.1,7241699daad58243220f1bc4dcbe0fd59496350a,11
3,SA_201705B.3,c6eb55d0819c0d2d336de1c0309d5d8de3eed0a0,61
6,CP_201706A.2,fa3f13744c87fc34bba521d0602b147aed05afc2,6
6,LK_201708B.2,1a0868d0ce11424d728b07b8409b20822364c30b,116
8,FH_201807A.2,57f73589edb2c229bce32944aa078aefe794b6d3,13
5,TR_201703C.3,a31d4e16bf8a39f654272a1186dba2dda26ab921,10
7,SA_201801C.2,14e21ec9b37d5162dc34cd67d5d5b38e896ff4af,264
5,PO_201711C.1,dd5e497272a1d0d0541cc3a42f7341382ef2baa8,22
3,TW_201706B.3,a2335ff6a6070af5ce4132ee8b3e1461cc335c97,41
4,FH_201711A.3,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,3920
7,PO_201805C.3,da2b83f30d0cfbdd7a3faf5c5b4840cd5656e17f,24
2,PO_201708A.1,868e3c024b916d8b2a8def2ee4193a938a0642ff,11
7,TR_201805B.3,5ae1341da7ed3b29f88201563c85b12b0112a65a,543
4,LK_201710C.3,2b2c6a288666caa10df6d2746325d7a4b0ad5cd3,138
2,PO_201708A.1,3165737a53e1ca16d98fc29f94e4c8a2f5f5618d,100
2,PO_201708A.1,f844a3dc3d541c27fc54fa31734c4b2f061c00c2,9
4,LK_201710A.3,4b9195c37c8ce1627b68ef62f0d94d13a337f8f8,5
8,CP_201801A.3,b1a34b52e9dbe50cc0e7728a1c7595dcf1351f25,1399
7,PO_201803B.1,e612cd1d28af77c2378a9fd9f8e53f591f58f991,22
6,SA_201711C.3,6c915d79e01a87d527f60bea1f835f6d76a5fa9e,119
3,TR_201705B.3,2d532a421852a0377dbc758ad6085672635fbccf,52
5,TW_201709B.2,1be582f4864bb68faa5cc5f7218171f26c3076b0,131
3,PO_201705A.3,535804118121022a9c47217bc8afbb9e18ec3bfe,3
3,PO_201706B.1,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,17614
3,TW_201705B.1,272070fc59b209fed9db15669b0a43068660c037,28
5,LK_201707A.1,5d5d2c2f3babbd39dc2f8f6bd5f6960497aa07b6,2
2,TR_201708C.3,b303f87de05e0458b9be7cc94c55bd09c590a9a0,183
7,TW_201803A.3,4568f40230ef01f5c1a421cbe17d386c27f9eb36,7
7,TW_201803C.1,cc0ca924065a3692cc9d26ae7deab83e830df426,454
2,LL_201707C.3,ec58ce092b8e6c68297d6ff2757402772c503d14,38
4,CP_201709C.3,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,93
5,CP_201708B.3,b377062eb5c903c9b07936bdd949fe28dbdf9a5e,16
2,SA_201708B.3,871684c9661ddce1e845ebb7ca708eb5f335304d,56
6,CP_201706A.2,5d7ba6167a8c08e5af2e1ded79a4a01cb3389d94,56
3,TR_201705B.3,c5cbf370a4a5071e8fcff0863048524a4f0c1698,6
3,LL_201706C.1,a08461e3c636c8a6c80564fa785e36938ce0d37b,935
7,PO_201803B.1,1d0feeb28407e7cc72277f0486ab8cef519630d3,84
2,PO_201708A.2,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,762
5,TR_201709A.2,21f2f51c83d77ae411b032df91afc35be42f6e74,82
4,FH_201709B.2,c1d7f31a4ab09afba13388216405be6210f9de88,26
4,LK_201709A.3,0bbd4c0b1953817cc77fcea2d24f9b6bb224665b,10
6,FH_201706C.2,7e91bac886feb6888333a95ff5b8271dbc806be6,44
6,PO_201711C.3,fff5930c8210b4ccbcff0c08c775eaa50179fcf1,131
8,FH_201803C.3,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,3398
8,CP_201807A.3,32b88f5bbebab7dcb90683d2aaad9799a073843d,8302
7,TW_201803C.1,c45115b1a1f38f4bfb2bff89e91f5722c66e2cbb,199
7,SA_201803C.2,fce447522513b244e3d479b7b9c45198c444ba28,26
1,TW_201703A.3,cc31829956f99898e6346ea28c395954ce5c56a9,49
6,TW_201709C.3,ffec78c28e5c15b6df4772402444dc42dde02349,4
4,CP_201709B.2,9ba84255da188b331a6f528376f6ea80a426b346,35
7,PO_201803B.2,d92be6e84c36172352b944d5f8a9f60599eac0f1,30
7,TW_201807C.3,b3b7552ad4cb087f2533f45f05c840503002203e,335
6,CP_201707C.1,383071c983420e47209b84134427d3a6a85cff6d,98
1,PO_201703A.2,135564e9c33f7abcb19bbdbfc571af0ea2c77f82,102
5,TW_201711B.1,19cd374bbc002eae26bc157618baed8b5ec269c7,27
2,TR_201707A.2,b8123b0aae6d5f55283e74723757956f6ec57c2b,5
3,LL_201706A.2,bc6b1aeae602820e9af67763214c3b38c6d34f7c,1310
4,FH_201710C.3,187521685384321a736cd7cb1383d981efd165e5,6
7,LL_201803C.2,3fbc8047875aee347a93c498f8799ce6d47914e3,40
3,TR_201705B.3,02d6b19f363755f706a23059c2142724d3f51af0,15
2,PO_201707B.2,a8c12cdde4bd889ee75aedfad680095c8b4b368c,49
2,SA_201708B.1,72f25ef31b22116c1f560cc27c996a847335bfe6,571
1,PO_201703D.3,b3b7552ad4cb087f2533f45f05c840503002203e,215
8,CP_201805C.1,b7e3540a26d62d17eeddf23d57f0cf27f2c15db0,1946
4,FH_201710B.3,0cc61f9369878388abdc7599e4b6d9ce896e221c,11
3,TR_201706C.2,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,5993
1,LL_201703F.3,7be9b1e29a01bbf1b1fce56f741c9042cc39bdf7,246
7,TR_201801A.1,320e29e5f394255d7ad3aa5bfc69a88210c008b1,10
8,FH_201803B.2,3b80e4f657b0d717e532b390e0ecd054c343baca,6
7,TW_201805A.3,7bfd8b1ec0aea8c1c0c214ba312013c54d34690e,8
7,SA_201803C.3,3e397079f8596a3ea555de69becf96955f64a96c,29
2,TR_201708B.2,4842a78257c50a0cbcdd3d53648e3cb8640a6b9d,64
2,PO_201708B.1,4e78655338655894401bf7eb1efee55c1451314d,63
4,FH_201711A.1,3632507e36b0952e1c707858a3d28cf45062ca93,7
8,LK_201805B.3,a08461e3c636c8a6c80564fa785e36938ce0d37b,11
4,FH_201710C.1,4055105e82f31fb5358ebcdd6438f6bd1aaff187,8
4,CP_201711B.2,7541d4fb07f6a90bf35b65f664161a2b597db7a6,5
2,TW_201708A.1,dc5e4645e65d20f452898123187a80d522b86bdb,75
1,LL_201703F.3,ae3eb63414d8c1bb606efb9cb03881f29fd8027b,29
7,TW_201807A.2,693c7c003d077246984ab4d68bc72f7ed1e27168,30
3,TW_201706A.1,d525996b1ef1fc40898a04f7e01fa150185967e8,308
6,LL_201709C.2,5e984507102bf838278ebd92011c68434c32b6dc,268
7,TR_201805A.3,76046ae59cc21f51ccc205c1d81b0cc267e52339,179
2,TW_201708C.1,d8ed22edb9b4c9c2eccdde41cecb635458209e93,663
6,CP_201706C.2,31973166459e240fc4763b6724e6c06b73487666,2054
5,LK_201708C.1,9204ab045e5fdaded147f09cfa4d916d48381a3a,24
2,SA_201708C.1,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,264
2,TW_201707B.2,43c50ccbfbcc8a542c69a481e4967592987f6133,2160
5,TR_201711C.1,64b81e9dec0da4bc1f584824bad979734f5782b6,22
2,LL_201708B.1,a0e01704a6d90f4dd5615d4146b191a4d566de41,75
3,PO_201706C.3,4a63795e09f66a284965d0e0fbdb27372a4bcb1f,4
6,SA_201711A.3,8da6a90264f11ade3077e3ec214bc9995e17e14c,222
4,CP_201710B.2,0049e31d1f1a7dff27221956e97de26867d2b934,24
2,SA_201708C.1,94226c24e7e007ecc8810dbf0f907b3491a1621d,26
7,LL_201805A.2,819e2d1c78bedb19701e109d58c5708f5d0451ed,18
2,LL_201707A.1,11a112ced1c85e620f6d97d82281a1bb58614e67,774
3,SA_201705A.1,033291d406a569c07e2f44d6df9afadf2c8aa93a,173
6,PO_201711A.3,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,1852
3,TR_201706A.3,99d0c9a7d790e0bb9cf77ee650ade4d376733997,100
7,TW_201803B.1,e9541d73275e63b41902fc1beb597861d37d7009,8
7,TR_201803A.2,67b2f44d90d95348a5dac8d855192046ace7bd0e,91
3,TW_201706B.1,0a6e4b003f5acde447f36aa9f45c761aac32f181,637
6,FH_201707B.1,433f1af44603d12596cb3c6f0ef504ea0fde6884,77
3,PO_201705A.2,e53d84fb034308ab01bc23ac5962a2d3652987d4,89
1,TW_201703B.2,a5874f68db2c06438a807d2ceb889a1c0c3e0250,11
4,FH_201709A.3,9b125935326d2fb936f5bc3bc0242b49586ca9c2,20
1,TW_201703B.3,cc31829956f99898e6346ea28c395954ce5c56a9,24
2,PO_201708C.3,10d104a255851888626f9885b0f9599429e5145e,6
2,LL_201708B.2,00f25d32858be50d99247bde867a6765d8268c89,32
1,PO_201703D.2,bc7798d3a55901fe59d6bb982bb5e6ab5a08c019,60
8,CP_201805A.1,58acce8ecd5b71d5a9af5a20e6ff6987d355e040,1636
7,LL_201803C.3,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,216
7,SA_201807C.2,4e584bddfd0f137937ad3cf9dcb09560936aa6e2,39
7,SA_201801B.1,7b38367c269d576ddc878ac1c307059b4a28eb29,1205
8,CP_201801A.1,ad4dfaacc17a5aa11bdae849ad57595ef9877f44,172
2,SA_201708A.1,3cbdfd4e9d755e6b7858ff9cad0c43057a4890cd,36
2,SA_201707B.3,033291d406a569c07e2f44d6df9afadf2c8aa93a,43
3,LL_201706C.2,c83a5f3b726a6786746809a9eb59a56251e77fbc,425
4,FH_201709B.1,0bcb0f713ad021851e3573845b2ba6b64a57e695,4
2,SA_201707A.1,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,14
7,TW_201803C.1,294c4a710b6a11adffcd4c7e56c911eff27ebd21,10
8,LK_201803A.1,8790d1dec74eaaad4222d42eb6e01b66061a877e,205
8,FH_201805A.2,ed83c876fe70a93b33ed78adb4e9f1137173e387,56
1,PO_201703D.1,52ac6f8082f0cfa8b07863f388b5c15ef1ccb145,572
5,CP_201706B.3,49ebbc91f805a93b360ca8008cb8155918d585b9,25
4,CP_201711C.2,83334fa70e3fa4e07973c5ed12903166a1da716f,102
2,PO_201708B.2,584ed8f4b92ec531fa2300a158600f17590ddcde,21
5,SA_201709B.1,433f1af44603d12596cb3c6f0ef504ea0fde6884,21
6,LK_201706B.2,7b2c0c0c7268bc6efd2ae43ac055e6a4faf63c83,19
7,TW_201805B.3,d424d28d95f1bf4c63c63d046799fd7a15115a4c,9
4,CP_201711A.3,a2335ff6a6070af5ce4132ee8b3e1461cc335c97,3
7,SA_201805C.3,3648df732bac01e765ce1b2c50d645b4b4ae237a,14
7,TR_201803A.2,bfe544b591fcf03d8050d69261dfcc59901e4646,91
2,PO_201707A.1,a76c83ec3911e7aacf44afa67bba432971c91426,3
6,CP_201706B.1,afa10c03beb826e2d95e8df0243f6c29ff4ae6f5,11
5,CP_201708A.1,34cdf55b1b94725a122f2926508a29ed60aea543,4
7,TW_201805C.3,48b345dbad575ca43b286f87fc25b9cc88b1c431,220
2,SA_201708A.2,326cb2cb394af3a43bdc20805ea527fcea1fc166,116
2,SA_201707B.2,ad56a28473acd39e5a4a33c9210a4e6510f8578e,29
3,LL_201705C.3,a9f4a91ab2aeeafcd2a4ee9f94346b1e9ac2c314,7
2,SA_201707A.3,a8c12cdde4bd889ee75aedfad680095c8b4b368c,42
2,PO_201707C.3,a52d5d25d4c50d6cfb8c07bb5d67291d63f0f583,26
4,CP_201709B.2,70e24320d41fbcf7da684cebc8bdf7eb8caf0335,31
1,LL_201703B.3,c098ad5ce38196fc2bb4a901b8f826e05a4f7283,22
8,FH_201803A.1,efc5e9e91794d2800c8427b8ff18c3d544b41af3,58
7,SA_201801A.2,3cc9f319d518ef7fff0648d1eea86d64003f7830,376
4,FH_201711C.3,17585e5fc601ba25d02d211cce3435af5a395c4d,438
2,SA_201708A.1,4187dfb2b99db42dae180ceafb862ee5690aad3a,4
7,TW_201805B.2,3d9d8816859864edb812558f12cb7ba7e49d3078,28
6,PO_201711A.1,0092f101a5c9bf67c1f9efef6682591d5a5b894e,17
6,PO_201711A.1,e732b895c176d20a9661120a89a58d287f5f4a2a,3
5,PO_201711B.2,da8bb9811a11754fd2b6bd5d0be7f3a357891ca1,7
4,LK_201709B.1,97e3962540158cf005d4942c53d7e9fbc6c5730d,12
7,SA_201805C.2,a2d822ee2933919df47a81c6593c297b0f5c8246,7
4,LK_201709B.3,d60eb5397c9ba4684099b00ddf29ae5d2c18fa18,25
1,TW_201703D.3,ad4dfaacc17a5aa11bdae849ad57595ef9877f44,101
7,TW_201805C.1,aa841063bfdd9694e55b6096c9bbeeef81ae07ca,7
6,SA_201711A.2,6bc806470407c77ad406dcb4152388477226be5b,8
4,CP_201710C.1,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,63
3,SA_201705C.2,00e781be779c8a2dae5a668f596ea43db3a9cedb,1522
1,TW_201703C.3,cc641d3be8658bf309461ade2f85466110d635ba,149
6,PO_201711C.3,64b81e9dec0da4bc1f584824bad979734f5782b6,949
7,PO_201807B.1,40854a33df3c8477f132f3b34d9ffb8e4d586f2e,94
6,LK_201708B.1,eaabefe25daa82b17267e754b11fc98134a45e46,19
